DISTRICT,ds,yhat,yhat_lower,yhat_upper,is_forecast,year,actual
SHIMOGA,2002-01-01,8022.0,6906.0,9041.0,False,2002,8704.0
SHIMOGA,2003-01-01,8381.0,7335.0,9415.0,False,2003,7714.0
SHIMOGA,2004-01-01,8741.0,7716.0,9817.0,False,2004,7861.0
SHIMOGA,2005-01-01,9101.0,8164.0,10123.0,False,2005,8675.0
SHIMOGA,2006-01-01,9460.0,8405.0,10426.0,False,2006,9198.0
SHIMOGA,2007-01-01,9819.0,8798.0,10775.0,False,2007,8829.0
SHIMOGA,2008-01-01,10178.0,9205.0,11155.0,False,2008,9947.0
SHIMOGA,2009-01-01,10538.0,9469.0,11544.0,False,2009,11692.0
SHIMOGA,2010-01-01,10897.0,9761.0,11879.0,False,2010,12129.0
SHIMOGA,2011-01-01,11256.0,10245.0,12181.0,False,2011,11401.0
SHIMOGA,2012-01-01,11615.0,10506.0,12664.0,False,2012,10445.0
SHIMOGA,2013-01-01,11975.0,10986.0,13061.0,False,2013,12336.0
SHIMOGA,2014-01-01,12334.0,11349.0,13351.0,True,2014,
SHIMOGA,2015-01-01,12693.0,11689.0,13743.0,True,2015,
SHIMOGA,2016-01-01,13052.0,12036.0,14050.0,True,2016,
TOTAL,2001-01-01,228805.0,217693.0,239887.0,False,2001,231916.0
TOTAL,2002-01-01,235319.0,223872.0,246097.0,False,2002,242153.0
TOTAL,2003-01-01,241832.0,231047.0,253560.0,False,2003,239842.0
TOTAL,2004-01-01,248346.0,237398.0,258917.0,False,2004,245856.0
TOTAL,2005-01-01,254892.0,243409.0,265573.0,False,2005,253100.0
TOTAL,2006-01-01,261445.0,249763.0,271986.0,False,2006,251284.0
TOTAL,2007-01-01,268005.0,256487.0,278602.0,False,2007,256679.0
TOTAL,2008-01-01,274574.0,264062.0,285526.0,False,2008,274104.0
TOTAL,2009-01-01,281161.0,270057.0,291762.0,False,2009,290061.0
TOTAL,2010-01-01,287730.0,276203.0,298195.0,False,2010,306697.0
TOTAL,2011-01-01,294298.0,283133.0,304607.0,False,2011,297065.0
TOTAL,2012-01-01,300867.0,289938.0,311102.0,False,2012,288532.0
TOTAL,2013-01-01,307454.0,296403.0,318586.0,True,2013,
TOTAL,2014-01-01,314023.0,303506.0,325113.0,True,2014,
TOTAL,2015-01-01,320591.0,309230.0,331901.0,True,2015,
TUMKUR,2001-01-01,8328.0,7664.0,8997.0,False,2001,8698.0
TUMKUR,2002-01-01,8582.0,7901.0,9267.0,False,2002,8759.0
TUMKUR,2003-01-01,8835.0,8167.0,9476.0,False,2003,8440.0
TUMKUR,2004-01-01,9089.0,8441.0,9705.0,False,2004,9002.0
TUMKUR,2005-01-01,9344.0,8668.0,10022.0,False,2005,9165.0
TUMKUR,2006-01-01,9597.0,8940.0,10217.0,False,2006,8973.0
TUMKUR,2007-01-01,9851.0,9177.0,10517.0,False,2007,9895.0
TUMKUR,2008-01-01,10105.0,9487.0,10755.0,False,2008,10109.0
TUMKUR,2009-01-01,10359.0,9715.0,11043.0,False,2009,10517.0
TUMKUR,2010-01-01,10613.0,9975.0,11276.0,False,2010,10908.0
TUMKUR,2011-01-01,10867.0,10198.0,11494.0,False,2011,11768.0
TUMKUR,2012-01-01,11120.0,10503.0,11778.0,False,2012,11675.0
TUMKUR,2013-01-01,11375.0,10714.0,12050.0,False,2013,10157.0
TUMKUR,2014-01-01,11629.0,10952.0,12225.0,True,2014,
TUMKUR,2015-01-01,11882.0,11254.0,12604.0,True,2015,
TUMKUR,2016-01-01,12136.0,11489.0,12762.0,True,2016,
UDUPI,2001-01-01,4212.0,3980.0,4448.0,False,2001,4034.0
UDUPI,2002-01-01,4316.0,4097.0,4524.0,False,2002,4508.0
UDUPI,2003-01-01,4420.0,4194.0,4649.0,False,2003,4461.0
UDUPI,2004-01-01,4523.0,4288.0,4747.0,False,2004,4591.0
UDUPI,2005-01-01,4627.0,4387.0,4864.0,False,2005,4580.0
UDUPI,2006-01-01,4731.0,4500.0,4953.0,False,2006,4562.0
UDUPI,2007-01-01,4834.0,4609.0,5056.0,False,2007,4915.0
UDUPI,2008-01-01,4938.0,4720.0,5177.0,False,2008,4821.0
UDUPI,2009-01-01,5042.0,4803.0,5289.0,False,2009,4933.0
UDUPI,2010-01-01,5145.0,4914.0,5386.0,False,2010,5559.0
UDUPI,2011-01-01,5249.0,5032.0,5469.0,False,2011,5345.0
UDUPI,2012-01-01,5352.0,5128.0,5582.0,False,2012,5040.0
UDUPI,2013-01-01,5456.0,5207.0,5684.0,False,2013,5499.0
UDUPI,2014-01-01,5559.0,5322.0,5796.0,True,2014,
UDUPI,2015-01-01,5663.0,5426.0,5901.0,True,2015,
UDUPI,2016-01-01,5766.0,5524.0,6018.0,True,2016,
UTTAR KANNADA,2001-01-01,4607.0,4325.0,4861.0,False,2001,4728.0
UTTAR KANNADA,2002-01-01,4654.0,4401.0,4910.0,False,2002,4760.0
UTTAR KANNADA,2003-01-01,4701.0,4461.0,4961.0,False,2003,4698.0
UTTAR KANNADA,2004-01-01,4748.0,4504.0,5013.0,False,2004,4671.0
UTTAR KANNADA,2005-01-01,4795.0,4540.0,5049.0,False,2005,4731.0
UTTAR KANNADA,2006-01-01,4843.0,4594.0,5118.0,False,2006,4656.0
UTTAR KANNADA,2007-01-01,5034.0,4770.0,5290.0,False,2007,4768.0
UTTAR KANNADA,2008-01-01,5226.0,4959.0,5482.0,False,2008,5276.0
UTTAR KANNADA,2009-01-01,5418.0,5155.0,5677.0,False,2009,5298.0
UTTAR KANNADA,2010-01-01,5610.0,5339.0,5863.0,False,2010,6110.0
UTTAR KANNADA,2011-01-01,5802.0,5538.0,6059.0,False,2011,6049.0
UTTAR KANNADA,2012-01-01,5993.0,5761.0,6271.0,False,2012,5751.0
UTTAR KANNADA,2013-01-01,6186.0,5923.0,6425.0,False,2013,6121.0
UTTAR KANNADA,2014-01-01,6377.0,6123.0,6625.0,True,2014,
UTTAR KANNADA,2015-01-01,6569.0,6294.0,6829.0,True,2015,
UTTAR KANNADA,2016-01-01,6761.0,6486.0,7008.0,True,2016,
YADGIRI,2010-01-01,3230.0,3144.0,3319.0,False,2010,3176.0
YADGIRI,2011-01-01,3179.0,3090.0,3273.0,False,2011,3290.0
YADGIRI,2012-01-01,3127.0,3045.0,3218.0,False,2012,3069.0
YADGIRI,2013-01-01,3075.0,2988.0,3162.0,False,2013,3077.0
YADGIRI,2014-01-01,3023.0,2933.0,3104.0,True,2014,
YADGIRI,2015-01-01,2971.0,2886.0,3062.0,True,2015,
YADGIRI,2016-01-01,2919.0,2835.0,3014.0,True,2016,
